name,channel,ignored,version,latest_version,latest_upload_time,depended,notes,summary,home_url,dev_url,doc_url,license,direct_dep_count,direct_dep_names,depends_on_python,depends_on_nodejs,depends_on_perl,depends_on_ruby,depends_on_java,linux-64,linux-aarch64,linux-armv7l,linux-ppc64le,noarch,osx-64,osx-arm64,win-32,win-64,win-arm64
pytables,,False,,3.11.1,2018-06-13,pandas,,"Brings together Python, HDF5 and NumPy to easily handle large amounts of data.",http://www.pytables.org,https://github.com/PyTables,http://www.pytables.org/,BSD-3-Clause,8,blosc/bzip2/hdf5/numexpr/numpy/python/six/zlib,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
pytest,,False,,9.0.3,2026-04-08,,,Simple and powerful testing with Python.,https://docs.pytest.org/en/latest/,https://github.com/pytest-dev/pytest/,https://docs.pytest.org/en/latest/,MIT,12,attrs/colorama/exceptiongroup/iniconfig/packaging/pluggy/pygments/pypy3.8/pypy3.9/python/python_abi/tomli,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
pytest-cov,,False,,7.1.0,2026-03-22,,,Pytest plugin for measuring coverage,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,,MIT,5,coverage/pluggy/pytest/python/setuptools,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
pytest-mpi,,False,,0.6,2024-12-07,,,Pytest plugin for working with MPI,https://github.com/aragilar/pytest-mpi,,https://pytest-mpi.readthedocs.io/,BSD-3-Clause,2,pytest/python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
pytest-parallel,,False,,0.1.1,2021-10-12,,,a pytest plugin for parallel and concurrent testing,https://github.com/browsertron/pytest-parallel,,,MIT,3,pytest/python/tblib,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
pytest-xdist,,False,,3.8.0,2025-07-02,,,py.test xdist plugin for distributed testing and loop-on-failing modes,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,,MIT,6,execnet/py/pytest/pytest-forked/python/setuptools,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
python-calamine,,False,,0.6.1,2025-11-26,pandas,,Python binding for Rust's library for reading excel and odf file - calamine.,https://github.com/dimastbk/python-calamine,https://github.com/dimastbk/python-calamine,,MIT,6,libgcc/python/python_abi/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False
python-cufflinks,,True,,0.17.3,2024-12-30,,,Productivity Tools for Plotly + Pandas,https://github.com/santosjorge/cufflinks,,,MIT,9,chart-studio/colorlover/ipython/ipywidgets/numpy/pandas/plotly/python/six,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
python-slugify,,True,,8.0.4,2024-12-09,,,A Python Slugify application that handles Unicode,https://github.com/un33k/python-slugify,https://github.com/un33k/python-slugify,,MIT,2,python/text-unidecode,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
pytz,,False,,2026.2,2018-02-12,astropy,,"World timezone definitions, modern and historical.",http://pythonhosted.org/pytz/,https://github.com/newvem/pytz,http://pythonhosted.org/pytz/,MIT,1,python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
pyxlsb,,False,,1.0.10,2022-10-14,pandas,,Excel 2007-2010 Binary Workbook (xlsb) parser,https://github.com/wwwiiilll/pyxlsb,,,LGPL-3.0-or-later,1,python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
pyyaml,,False,,6.0.3,2026-02-04,numba,,YAML parser and emitter for Python,http://pyyaml.org/wiki/PyYAML,https://github.com/yaml/pyyaml,http://pyyaml.org/wiki/PyYAML,MIT,7,libgcc/python/python_abi/ucrt/vc/vc14_runtime/yaml,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
qrcode,,True,,8.2,2025-05-02,,,QR Code image generator,https://github.com/lincolnloop/python-qrcode,,,BSD-3-Clause,3,colorama/python/six,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
quaternion,,False,,2024.0.13,2025-11-24,,,Add built-in support for quaternions to numpy,https://github.com/moble/quaternion,https://github.com/moble/quaternion,https://github.com/moble/quaternion#usage,MIT,7,libgcc/numpy/python/python_abi/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False
quaternionarray,,True,,0.6.2,2021-01-30,,,Python package for fast quaternion arrays math,http://github.com/zonca/quaternionarray/,,,GPL-3.0-only,2,numpy/python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
readability-lxml,,False,,0.8.1,2020-12-14,,,fast html to text parser (article readability tool) with python 3 support,http://github.com/buriy/python-readability,,,Apache-2.0,4,chardet/cssselect/lxml/python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
removestar,,True,,1.5.2,2025-03-20,,,removestar is a tool to automatically replace 'import *' in Python files with explicit imports.,https://asmeurer.com/removestar,https://github.com/asmeurer/removestar,https://asmeurer.com/removestar,MIT,2,pyflakes/python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
requests,,False,,2.33.1,2026-04-24,,,"Requests is an elegant and simple HTTP library for Python, built with ♥.",http://python-requests.org,https://github.com/psf/requests,,Apache-2.0,7,certifi/chardet/charset-normalizer/idna/python/python_abi/urllib3,True,False,False,False,False,True,True,False,True,True,True,False,True,True,False
requests-futures,,False,,1.0.2,2020-03-16,,,Asynchronous Python HTTP for Humans.,https://github.com/ross/requests-futures,,,Apache-2.0,4,futures/python/python_abi/requests,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
requests-oauthlib,,False,,2.0.0,2024-12-09,,,OAuthlib authentication support for Requests.,https://github.com/requests/requests-oauthlib,https://github.com/requests/requests-oauthlib,https://github.com/requests/requests-oauthlib,ISC,3,oauthlib/python/requests,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
routingpy,,True,,0.3.3,2025-01-23,,,"Python library to access all public routing, isochrones and matrix APIs in a consistent manner.",https://pypi.org/project/routingpy/,,,Apache-2.0,2,python/requests,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ruamel.yaml,,False,,0.19.1,2025-12-19,,,A YAML package for Python. It is a derivative of Kirill Simonov's PyYAML 3.11 which supports YAML1.1,https://pypi.org/project/ruamel.yaml,https://sourceforge.net/p/ruamel-yaml,https://yaml.dev/doc/ruamel.yaml,MIT,7,libgcc/python/python_abi/ruamel.yaml.clib/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
ruff,,False,,0.15.11,2026-04-16,,,"An extremely fast Python linter, written in Rust.",https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,,MIT,5,libgcc/python/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False
schema,,False,,0.7.7,2024-05-04,,,Schema validation just got Pythonic,https://github.com/keleshev/schema,https://github.com/keleshev/schema,,MIT,2,contextlib2/python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
scikit-image,,True,,0.26.0,2025-12-25,,,Image processing in Python.,http://scikit-image.org/,https://github.com/scikit-image/scikit-image,https://scikit-image.org/docs/stable/,BSD-3-Clause,22,cloudpickle/dask-core/imageio/lazy-loader/libcxx/libgcc/libstdcxx/matplotlib/networkx/numpy/packaging/pillow/python/python_abi/pywavelets/scipy/six/tifffile/toolz/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
scikit-learn,,True,,1.8.0,2025-12-24,,,A set of python modules for machine learning and data mining,http://scikit-learn.org/,https://github.com/scikit-learn/scikit-learn,,BSD-3-Clause,14,_openmp_mutex/joblib/libcxx/libgcc/libstdcxx/llvm-openmp/numpy/python/python_abi/scipy/threadpoolctl/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False
scipy,,False,,1.17.1,2026-02-24,pandas/numba/astropy/seaborn,,Scientific Library for Python,http://www.scipy.org/,https://github.com/scipy/scipy,http://www.scipy.org/docs.html,BSD-3-Clause,17,blas/icc_rt/libblas/libcblas/libcxx/libgcc/libgfortran/libgfortran5/liblapack/libstdcxx/mkl/numpy/python/python_abi/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
seaborn,,False,,0.13.2,2024-12-09,,https://seaborn.pydata.org/installing.html#optional-dependencies,Statistical data visualization,https://seaborn.pydata.org,https://github.com/mwaskom/seaborn,https://seaborn.pydata.org,BSD-3-Clause,2,seaborn-base/statsmodels,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False
setuptools,,False,,82.0.1,2026-03-09,astropy/numba,,"Download, build, install, upgrade, and uninstall Python packages",https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,http://pythonhosted.org/setuptools/,MIT,6,certifi/pypy3.8/pypy3.9/python/python_abi/wincertstore,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
snakeviz,,True,,2.2.2,2024-12-27,,,An in-browser Python profile viewer,https://jiffyclub.github.io/snakeviz/,https://github.com/jiffyclub/snakeviz,https://jiffyclub.github.io/snakeviz,BSD-3-Clause,2,python/tornado,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
sortedcontainers,,False,,2.4.0,2025-02-01,astropy,,"Python Sorted Container Types: SortedList, SortedDict, and SortedSet",http://www.grantjenks.com/docs/sortedcontainers/,https://github.com/grantjenks/python-sortedcontainers,http://www.grantjenks.com/docs/sortedcontainers/,Apache-2.0,1,python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
sphinx,,False,,9.1.0,2026-01-01,,,Sphinx makes it easy to create intelligent and beautiful documentation.,https://www.sphinx-doc.org/,https://github.com/sphinx-doc/sphinx,https://www.sphinx-doc.org/en/master/,BSD-2-Clause,22,alabaster/babel/colorama/docutils/imagesize/jinja2/packaging/pygments/python/requests/roman-numerals/setuptools/six/snowballstemmer/sphinxcontrib-applehelp/sphinxcontrib-devhelp/sphinxcontrib-htmlhelp/sphinxcontrib-jsmath/sphinxcontrib-qthelp/sphinxcontrib-serializinghtml/sphinxcontrib-websupport/typing,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
sphinx_bootstrap_theme,,False,,0.8.1,2024-12-24,,,Sphinx Bootstrap Theme.,http://ryan-roemer.github.com/sphinx-bootstrap-theme/,http://ryan-roemer.github.com/sphinx-bootstrap-theme/,http://ryan-roemer.github.io/sphinx-bootstrap-theme/,MIT,1,python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
sphinxcontrib-apidoc,,False,,0.3.0,2019-03-30,,,A Sphinx extension for running sphinx-apidoc on each build.,https://pypi.org/project/sphinxcontrib-apidoc/,https://github.com/sphinx-contrib/apidoc,https://pypi.org/project/sphinxcontrib-apidoc/,BSD-2-Clause,2,pbr/python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
sphinxcontrib-contentui,,True,,0.2.5,2021-01-10,,,This package contains the contentui Sphinx extension.,https://github.com/ulrobix/sphinxcontrib-contentui,,https://sphinxcontrib-contentui.readthedocs.io,MIT,2,python/sphinx,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
sphinxcontrib-napoleon,,False,,0.7,2024-12-23,,,Sphinx 'napoleon' extension,https://sphinxcontrib-napoleon.readthedocs.io,,,BSD-2-Clause,3,pockets/python/six,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
sqlalchemy,,False,,2.0.49,2026-04-03,pandas,,Database Abstraction Library.,https://www.sqlalchemy.org/,https://github.com/sqlalchemy/sqlalchemy,https://docs.sqlalchemy.org/,MIT,8,greenlet/libgcc/python/python_abi/typing-extensions/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
statsmodels,,False,,0.14.6,2025-12-06,seaborn,https://www.statsmodels.org/stable/install.html#optional-dependencies,Statistical computations and models for use with SciPy,https://www.statsmodels.org,https://github.com/statsmodels/statsmodels,https://www.statsmodels.org/stable/,BSD-3-Clause,11,libgcc/numpy/packaging/pandas/patsy/python/python_abi/scipy/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
sympy,,False,,1.14.0,2026-02-24,,https://docs.sympy.org/latest/install.html#mpmath,Python library for symbolic mathematics,https://sympy.org,https://github.com/sympy/sympy,https://docs.sympy.org/latest/index.html,BSD-3-Clause,4,cpython/gmpy2/mpmath/python,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
tabulate,,False,,0.10.0,2026-03-05,pandas,,"Pretty-print tabular data in Python, a library and a command-line utility.",https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,,MIT,1,python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
tbb,,False,,2023.0.0,2026-05-05,numba,,TBB Libraries,https://github.com/oneapi-src/oneTBB,https://github.com/oneapi-src/oneTBB,https://software.intel.com/en-us/oneapi-tbb-documentation,Apache-2.0,7,libcxx/libgcc/libhwloc/libstdcxx/ucrt/vc/vc14_runtime,False,False,False,False,False,True,True,False,True,False,True,True,True,True,False
tbb-devel,,False,,2023.0.0,2026-05-05,numba,,TBB Development files,http://www.threadingbuildingblocks.org,https://github.com/01org/tbb,https://software.intel.com/en-us/node/506039,Apache 2.0,7,libcxx/libgcc/libstdcxx/tbb/ucrt/vc/vc14_runtime,False,False,False,False,False,True,True,False,True,False,True,True,False,True,False
tco,,True,,1.2.1,2020-12-14,,,Tail Call Optimization for Python,https://github.com/baruchel/tco,,,MIT,1,python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
terminaltables,,True,,3.1.10,2024-12-19,,,Generate simple tables in terminals from a nested list of strings.,https://robpol86.github.io/terminaltables,https://github.com/Robpol86/terminaltables,https://robpol86.github.io/terminaltables,MIT,1,python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
tikzplotlib,,False,,0.10.1,2022-01-31,,,Convert matplotlib figures into TikZ/PGFPlots,https://github.com/nschloe/tikzplotlib,https://github.com/nschloe/tikzplotlib,,MIT,5,matplotlib-base/numpy/pillow/python/webcolors,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
toast,,True,,3.0.2,2026-05-02,,,Time Ordered Astrophysics Scalable Tools,https://github.com/hpc4cmb/toast,https://github.com/hpc4cmb/toast,https://hpc4cmb.github.io/toast,BSD-2-Clause,42,_openmp_mutex/astropy-base/ephem/fftw/flacarray/h5py/healpy/libaatm/libamd/libblas/libbtf/libcamd/libccolamd/libcholmod/libcolamd/libcxsparse/libcxx/libgcc/libgomp/libklu/libldl/libopenblas/libparu/librbio/libspex/libspqr/libstdcxx/libsuitesparseconfig/libumfpack/llvm-openmp/matplotlib-base/numpy/pshmem/psutil/python/python_abi/ruamel.yaml/scipy/suitesparse/tomlkit/traitlets/wurlitzer,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False
tokenize-rt,,False,,6.2.0,2025-05-24,black,,A wrapper around the stdlib `tokenize` which roundtrips.,https://github.com/asottile/tokenize-rt,,,MIT,1,python,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False
toml,,False,,0.10.2,2025-11-30,,,Python lib for TOML.,https://github.com/uiri/toml,https://github.com/uiri/toml,,MIT,1,python,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False
tox,,True,,4.53.1,2026-05-02,,,virtualenv-based automation of test activities,https://tox.wiki/,https://github.com/tox-dev/tox,https://tox.readthedocs.org/,MIT,20,cachetools/colorama/filelock/importlib_metadata/packaging/platformdirs/pluggy/py/pyproject-api/pypy3.7/python/python-discovery/python_abi/setuptools/six/toml/tomli/tomli-w/typing_extensions/virtualenv,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
tox-conda,,True,,0.10.2,2025-01-01,,,tox plugin that provides integration with conda,https://github.com/tox-dev/tox-conda,https://github.com/tox-dev/tox-conda,https://github.com/tox-dev/tox-conda,MIT,3,python/ruamel.yaml/tox,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
twine,,True,,6.2.0,2021-02-13,,,Collection of utilities for interacting with PyPI,https://github.com/pypa/twine,,https://twine.readthedocs.io,Apache-2.0,14,colorama/importlib_metadata/keyring/pkginfo/pypy3.6/pypy3.7/python/python_abi/readme_renderer/requests/requests-toolbelt/rfc3986/setuptools/tqdm,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False
typeguard,,False,,4.5.1,2026-04-27,numba,,Runtime type checker for Python,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,4,importlib-metadata/python/typing-extensions/typing_extensions,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
types-pyyaml,,False,,6.0.12.20260408,2026-05-05,,,Typing stubs for PyYAML,https://github.com/python/typeshed,https://github.com/python/typeshed,,Apache-2.0 AND MIT,1,python,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
tzwhere,,False,,3.0.3,2021-02-12,,,Python library to look up timezone from lat / long offline,https://github.com/pegler/pytzwhere,,,MIT,2,python/shapely,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
ujson,,True,,5.12.0,2026-03-12,,,Ultra fast JSON decoder and encoder written in C with Python bindings,https://github.com/ultrajson/ultrajson,https://github.com/ultrajson/ultrajson,,BSD-3-Clause,8,libcxx/libgcc/libstdcxx/python/python_abi/ucrt/vc/vc14_runtime,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
uncertainties,,False,,3.2.4,2018-01-22,,,"Transparent calculations with uncertainties on the quantities involved (aka ""error propagation""); fast calculation of derivatives.",https://pypi.python.org/pypi/uncertainties,,,BSD-3-Clause,2,numpy/python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
urlpath,,False,,1.2.0,2021-12-09,,,Object-oriented URL from `urllib.parse` and `pathlib`,https://github.com/chrono-meter/urlpath,,,PSF-2.0,2,python/requests,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
uvloop,,False,,0.22.1,2025-11-07,black,,Ultra fast implementation of asyncio event loop on top of libuv.,http://github.com/MagicStack/uvloop,http://github.com/MagicStack/uvloop,http://uvloop.readthedocs.org,MIT OR Apache-2.0,4,libgcc/libuv/python/python_abi,True,False,False,False,False,True,True,False,True,False,True,True,False,False,False
watchdog,,False,,6.0.0,2026-03-04,,,Filesystem events monitoring,http://github.com/gorakhargosh/watchdog,http://github.com/gorakhargosh/watchdog,http://pythonhosted.org/watchdog,Apache-2.0,3,python/python_abi/pyyaml,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
wheel,,False,,0.47.0,2026-04-22,,,A built-package format for Python.,https://github.com/pypa/wheel,,,MIT,3,packaging/python/setuptools,True,False,False,False,False,True,True,False,True,True,True,False,True,True,False
wolframclient,,False,,1.1.7,2021-07-27,,,A Python library with various tools to interact with the Wolfram Language and the Wolfram Cloud.,https://www.wolfram.com/,https://github.com/WolframResearch/WolframClientForPython/,https://wolfr.am/wolframclientdoc,MIT,9,aiohttp/certifi/numpy/oauthlib/pip/python/pytz/pyzmq/requests,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
xarray,,False,,2026.4.0,2026-04-13,pandas,,N-D labeled arrays and datasets in Python.,https://github.com/pydata/xarray,,,Apache-2.0,10,bottleneck/cyordereddict/dask/h5netcdf/netcdf4/numpy/packaging/pandas/python/scipy,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
xlrd,,False,,2.0.2,2017-08-29,pandas,,Library for developers to extract data from Microsoft Excel (tm) spreadsheet files,http://www.python-excel.org/,https://github.com/python-excel/xlrd/,http://xlrd.readthedocs.io/en/stable/,BSD-3-Clause AND BSD-4-Clause,1,python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
xlsxwriter,,False,,3.2.9,2025-10-12,pandas,,A Python module for creating Excel XLSX files,https://xlsxwriter.readthedocs.io/,https://github.com/jmcnamara/XlsxWriter,https://xlsxwriter.readthedocs.org/,BSD-2-Clause,1,python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
xmltodict,,False,,1.0.4,2026-02-22,,,Makes working with XML feel like you are working with JSON,https://github.com/martinblech/xmltodict,https://github.com/martinblech/xmltodict,,MIT,1,python,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
yaml2cli,,True,,1.0.3,2020-12-14,,,Script Generator that organizes cli args by YAML,https://github.com/ickc/yaml2cli,,,GPL-3.0-or-later,3,python/pyyaml/yamlloader,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
yamlloader,,False,,1.6.0,2025-11-10,,,Loaders and dumpers for PyYAML,https://github.com/Phynix/yamlloader,https://github.com/Phynix/yamlloader,,MIT,2,python/pyyaml,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
zeep,,True,,4.3.2,2018-10-12,,,A fast and modern Python SOAP client,http://www.python-zeep.org,https://github.com/mvantellingen/python-zeep,http://docs.python-zeep.org/,MIT,10,appdirs/cached-property/defusedxml/isodate/lxml/python/pytz/requests/requests-toolbelt/six,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False
zlib,,False,,1.3.2,2019-09-09,pandas,,Massively spiffy yet delicately unobtrusive compression library,http://zlib.net/,https://github.com/madler/zlib,http://zlib.net/manual.html,Zlib,0,,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True
zstandard,,False,,0.25.0,2025-11-07,pandas,,Zstandard bindings for Python,https://github.com/indygreg/python-zstandard,https://github.com/indygreg/python-zstandard,https://github.com/indygreg/python-zstandard/blob/master/README.rst#python-zstandard,BSD-3-Clause,8,cffi/libgcc/python/python_abi/ucrt/vc/vc14_runtime/zstd,True,False,False,False,False,True,True,False,True,False,True,True,True,True,False
